,age,title,sum,count
6401,50,Seven Years in Tibet (1997),57,18
6524,50,"Third Man, The (1949)",57,13
5786,50,Eat Drink Man Woman (1994),56,14
6041,50,Jurassic Park (1993),56,15
6337,50,Ransom (1996),56,15
6637,50,"Wings of the Dove, The (1997)",56,15
5782,50,Duck Soup (1933),55,14
6135,50,Manhattan (1979),55,14
6363,50,"River Wild, The (1994)",55,17
6436,50,Snow White and the Seven Dwarfs (1937),55,13
6477,50,Starship Troopers (1997),55,17
6495,50,Sunset Blvd. (1950),55,13
5821,50,Fantasia (1940),54,15
6330,50,Quiz Show (1994),54,15
6599,50,Volcano (1997),54,18
5794,50,Enchanted April (1991),53,13
6277,50,"Peacemaker, The (1997)",53,13
5480,50,"Adventures of Priscilla, Queen of the Desert, The (1994)",52,13
5628,50,Breakfast at Tiffany's (1961),52,14
5674,50,Cinderella (1950),52,15
5762,50,Die Hard (1988),52,14
5898,50,Get Shorty (1995),52,15
5684,50,Clear and Present Danger (1994),51,13
6331,50,Raging Bull (1980),51,13
6526,50,This Is Spinal Tap (1984),51,13
5650,50,Cape Fear (1991),50,14
5743,50,Dead Poets Society (1989),50,13
5925,50,Grease (1978),50,14
5934,50,Groundhog Day (1993),50,14
6138,50,Manon of the Spring (Manon des sources) (1986),50,12
6486,50,"Streetcar Named Desire, A (1951)",50,13
6550,50,Top Gun (1986),50,15
6561,50,True Lies (1994),50,16
5520,50,Antonia's Line (1995),49,12
5933,50,Grosse Pointe Blank (1997),49,13
6060,50,Kiss the Girls (1997),49,14
6577,50,"Unbearable Lightness of Being, The (1988)",49,14
5525,50,"Apostle, The (1997)",48,14
5737,50,"Day the Earth Stood Still, The (1951)",48,12
5815,50,Face/Off (1997),48,16
6018,50,Jackie Brown (1997),48,13
6474,50,Star Trek: The Wrath of Khan (1982),48,14
6521,50,"Thin Man, The (1934)",48,12
5470,50,"39 Steps, The (1935)",47,11
5504,50,"American President, The (1995)",47,13
5691,50,Clueless (1995),47,12
5990,50,"Ice Storm, The (1997)",47,13
6189,50,Mrs. Doubtfire (1993),47,13
6328,50,"Quiet Man, The (1952)",47,11
6428,50,Sleepless in Seattle (1993),47,13
6487,50,Strictly Ballroom (1992),47,11
5529,50,Around the World in 80 Days (1956),46,12
5931,50,"Grifters, The (1990)",46,13
6086,50,"Lion King, The (1994)",46,12
6311,50,Primal Fear (1996),46,14
6341,50,Rebecca (1940),46,12
5894,50,Gattaca (1997),45,13
5998,50,In the Line of Fire (1993),45,11
6026,50,Jean de Florette (1986),45,11
6288,50,Philadelphia (1993),45,12
6342,50,Rebel Without a Cause (1955),45,11
6407,50,Shadowlands (1993),45,12
6447,50,"Sound of Music, The (1965)",45,13
5629,50,Breaking the Waves (1996),44,13
5947,50,Harold and Maude (1971),44,11
6287,50,Phenomenon (1996),44,14
6359,50,Richard III (1995),44,11
6460,50,"Spitfire Grill, The (1996)",44,12
5787,50,Ed Wood (1994),43,12
5905,50,Giant (1956),43,11
5951,50,Heat (1995),43,12
6129,50,"Man Who Would Be King, The (1975)",43,11
6336,50,Ran (1985),43,10
6400,50,Seven (Se7en) (1995),43,14
6429,50,Sling Blade (1996),43,10
6468,50,Star Trek IV: The Voyage Home (1986),43,14
6631,50,"Wild Bunch, The (1969)",43,10
5660,50,Cat on a Hot Tin Roof (1958),42,11
5724,50,"Crying Game, The (1992)",42,11
5748,50,Deconstructing Harry (1997),42,12
5799,50,Eraser (1996),42,12
6097,50,"Long Kiss Goodnight, The (1996)",42,11
6318,50,"Professional, The (1994)",42,12
6554,50,Trainspotting (1996),42,13
5840,50,"Fifth Element, The (1997)",41,12
5906,50,Gigi (1958),41,12
6141,50,Mars Attacks! (1996),41,15
6191,50,Much Ado About Nothing (1993),41,10
6236,50,Nobody's Fool (1994),41,11
6417,50,"Shining, The (1980)",41,11
5761,50,Dial M for Murder (1954),40,10
5882,50,Full Metal Jacket (1987),40,11
5903,50,"Ghost and the Darkness, The (1996)",40,11
5919,50,"Good, The Bad and The Ugly, The (1966)",40,11
5972,50,Hoop Dreams (1994),40,10
6000,50,In the Name of the Father (1993),40,11
6075,50,"Last of the Mohicans, The (1992)",40,10
6178,50,Monty Python's Life of Brian (1979),40,10
6635,50,Willy Wonka and the Chocolate Factory (1971),40,14
5715,50,Crimson Tide (1995),39,10
5845,50,"Firm, The (1993)",39,10
6149,50,Maverick (1994),39,12
6245,50,"Old Man and the Sea, The (1958)",39,12
6249,50,On Golden Pond (1981),39,11
5763,50,Die Hard 2 (1990),38,10
5896,50,George of the Jungle (1997),38,15
5901,50,Ghost (1990),38,11
6162,50,Michael (1996),38,11
6231,50,Nikita (La Femme Nikita) (1990),38,11
6354,50,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",38,10
6369,50,Roman Holiday (1953),38,11
6445,50,Sophie's Choice (1982),38,10
6516,50,That Thing You Do! (1996),38,11
5654,50,Carrie (1976),37,10
5963,50,Highlander (1986),37,11
6092,50,Little Women (1994),37,11
6297,50,Platoon (1986),37,9
6409,50,Shall We Dance? (1996),37,8
6624,50,While You Were Sleeping (1995),37,12
6646,50,"Wrong Trousers, The (1993)",37,8
5481,50,"Adventures of Robin Hood, The (1938)",36,8
5735,50,Dave (1993),36,10
5777,50,Dragonheart (1996),36,12
6021,50,Jane Eyre (1996),36,11
6077,50,Laura (1944),36,10
6170,50,Miracle on 34th Street (1994),36,10
6205,50,My Favorite Year (1982),36,10
6356,50,"Return of the Pink Panther, The (1974)",36,10
5633,50,Bringing Up Baby (1938),35,10
6165,50,Midnight in the Garden of Good and Evil (1997),35,11
6246,50,Old Yeller (1957),35,9
6250,50,Once Upon a Time in America (1984),35,10
6334,50,Raise the Red Lantern (1991),35,9
6402,50,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",35,10
6439,50,Some Folks Call It a Sling Blade (1993),35,8
6455,50,Speed (1994),35,10
6530,50,Three Colors: Red (1994),35,9
6542,50,To Catch a Thief (1955),35,10
5640,50,Bullets Over Broadway (1994),34,9
5672,50,"Christmas Carol, A (1938)",34,8
6095,50,Local Hero (1983),34,9
6123,50,"Madness of King George, The (1994)",34,9
6167,50,Miller's Crossing (1990),34,11
6192,50,Mulholland Falls (1996),34,12
6251,50,Once Upon a Time in the West (1969),34,9
6391,50,Searching for Bobby Fischer (1993),34,9
6403,50,"Sex, Lies, and Videotape (1989)",34,10
5475,50,"Abyss, The (1989)",33,9
5686,50,"Client, The (1994)",33,9
6063,50,Kull the Conqueror (1997),33,7
6142,50,Marvin's Room (1996),33,9
6155,50,Meet Me in St. Louis (1944),33,10
6353,50,Restoration (1995),33,11
6365,50,Rob Roy (1995),33,8
6443,50,Somewhere in Time (1980),33,11
5506,50,"American in Paris, An (1951)",32,9
5562,50,Beauty and the Beast (1991),32,9
5860,50,For Whom the Bell Tolls (1943),32,8
5952,50,Heathers (1989),32,10
6146,50,"Mask, The (1994)",32,9
6198,50,Muriel's Wedding (1994),32,9
6216,50,Nell (1994),32,9
6275,50,Paths of Glory (1957),32,8
6426,50,Sleeper (1973),32,9
6434,50,Smoke (1995),32,9
6467,50,Star Trek III: The Search for Spock (1984),32,10
6573,50,U Turn (1997),32,8
6576,50,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",32,9
5471,50,8 1/2 (1963),31,9
5494,50,Alien: Resurrection (1997),31,10
5721,50,"Crucible, The (1996)",31,9
5767,50,Diva (1981),31,8
6103,50,Lost Horizon (1937),31,8
6143,50,Mary Poppins (1964),31,10
6617,50,What's Eating Gilbert Grape (1993),31,9
5467,50,"20,000 Leagues Under the Sea (1954)",30,8
5545,50,Bananas (1971),30,8
5609,50,Body Snatchers (1993),30,8
5615,50,Bound (1996),30,7
5685,50,Clerks (1994),30,9
5768,50,Dolores Claiborne (1994),30,8
6310,50,Priest (1994),30,7
6394,50,"Secret of Roan Inish, The (1994)",30,9
6424,50,Six Degrees of Separation (1993),30,8
6427,50,Sleepers (1996),30,9
6446,50,Soul Food (1997),30,10
6614,50,Welcome to the Dollhouse (1995),30,8
5554,50,Batman (1989),29,9
5582,50,"Big Lebowski, The (1998)",29,7
5651,50,Career Girls (1997),29,8
5765,50,Dirty Dancing (1987),29,8
5783,50,Dumbo (1941),29,8
5861,50,Forbidden Planet (1956),29,7
6240,50,Notorious (1946),29,7
6242,50,"Nutty Professor, The (1996)",29,10
6282,50,Persuasion (1995),29,7
6352,50,Reservoir Dogs (1992),29,8
6389,50,Scream 2 (1997),29,9
6606,50,Wallace & Gromit: The Best of Aardman Animation (1996),29,8
5601,50,"Blue Angel, The (Blaue Engel, Der) (1930)",28,7
5632,50,"Bridges of Madison County, The (1995)",28,8
5647,50,"Candidate, The (1972)",28,8
5935,50,Grumpier Old Men (1995),28,10
5955,50,Heavenly Creatures (1994),28,7
6039,50,Jungle2Jungle (1997),28,9
6470,50,Star Trek VI: The Undiscovered Country (1991),28,9
6596,50,Victor/Victoria (1982),28,9
6621,50,When We Were Kings (1996),28,8
5764,50,Die Hard: With a Vengeance (1995),27,9
5926,50,"Great Dictator, The (1940)",27,6
5965,50,His Girl Friday (1940),27,7
6017,50,"Jackal, The (1997)",27,7
6064,50,Kundun (1997),27,7
6098,50,Looking for Richard (1996),27,7
6227,50,Night of the Living Dead (1968),27,7
6253,50,Once Were Warriors (1994),27,6
6380,50,Sabrina (1954),27,8
6500,50,Swingers (1996),27,7
6538,50,"Tin Drum, The (Blechtrommel, Die) (1979)",27,8
6647,50,Wyatt Earp (1994),27,8
5514,50,Angels and Insects (1995),26,7
5801,50,Escape from New York (1981),26,8
5811,50,Executive Decision (1996),26,8
5997,50,In the Company of Men (1997),26,6
6296,50,Pinocchio (1940),26,7
6483,50,Strange Days (1995),26,6
6529,50,Three Colors: Blue (1993),26,7
6539,50,Tin Men (1987),26,8
5489,50,Aladdin (1992),25,7
5630,50,Bride of Frankenstein (1935),25,7
5679,50,City Hall (1996),25,7
5696,50,Con Air (1997),25,7
5722,50,Crumb (1994),25,6
5769,50,Don Juan DeMarco (1995),25,7
5822,50,Farewell My Concubine (1993),25,7
6057,50,Kingpin (1996),25,9
6175,50,Money Talks (1997),25,8
6346,50,Red Rock West (1992),25,7
6405,50,Shadow Conspiracy (1997),25,7
6457,50,Spellbound (1945),25,6
6473,50,Star Trek: The Motion Picture (1979),25,8
6478,50,Stealing Beauty (1996),25,8
6548,50,Tombstone (1993),25,8
6562,50,True Romance (1993),25,7
5491,50,Alice in Wonderland (1951),24,6
5557,50,Bean (1997),24,9
5663,50,"Celluloid Closet, The (1995)",24,7
5806,50,Event Horizon (1997),24,12
5971,50,Hoodlum (1997),24,8
6083,50,Legends of the Fall (1994),24,9
6235,50,Nixon (1995),24,9
6344,50,Red Corner (1997),24,7
6433,50,Smilla's Sense of Snow (1997),24,7
6435,50,Sneakers (1992),24,8
6472,50,Star Trek: Generations (1994),24,7
5493,50,Alien 3 (1992),23,8
5534,50,"Assignment, The (1997)",23,6
6263,50,Outbreak (1995),23,8
6543,50,To Die For (1995),23,7
6627,50,White Squall (1996),23,8
5505,50,"American Werewolf in London, An (1981)",22,6
5704,50,"Cook the Thief His Wife & Her Lover, The (1989)",22,11
5817,50,FairyTale: A True Story (1997),22,6
5864,50,Forget Paris (1995),22,8
5910,50,Glengarry Glen Ross (1992),22,7
6042,50,"Juror, The (1996)",22,7
6171,50,"Mirror Has Two Faces, The (1996)",22,8
6174,50,Moll Flanders (1996),22,7
6219,50,"Net, The (1995)",22,8
6254,50,One Fine Day (1996),22,8
6411,50,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),22,5
6552,50,Touch of Evil (1958),22,6
5571,50,Belle de jour (1967),21,5
5578,50,Beyond Rangoon (1995),21,6
5606,50,Bob Roberts (1992),21,7
5658,50,Casino (1995),21,7
5819,50,"Family Thing, A (1996)",21,6
5842,50,Fire Down Below (1997),21,6
5981,50,"Hudsucker Proxy, The (1994)",21,8
6209,50,My Man Godfrey (1936),21,6
6252,50,Once Upon a Time... When We Were Colored (1995),21,6
6305,50,"Postman, The (1997)",21,7
6308,50,Pretty Woman (1990),21,8
6368,50,Rocket Man (1997),21,7
6371,50,Romy and Michele's High School Reunion (1997),21,6
6374,50,Rosencrantz and Guildenstern Are Dead (1990),21,7
6378,50,"Ruling Class, The (1972)",21,5
6527,50,"Thousand Acres, A (1997)",21,5
5548,50,Barcelona (1994),20,8
5573,50,Benny & Joon (1993),20,6
5623,50,Brassed Off (1996),20,5
5720,50,"Crow, The (1994)",20,7
5725,50,Cyrano de Bergerac (1990),20,6
5756,50,Desperate Measures (1998),20,7
5804,50,Eve's Bayou (1997),20,6
5813,50,Extreme Measures (1996),20,6
5826,50,"Fast, Cheap & Out of Control (1997)",20,6
5829,50,Father of the Bride Part II (1995),20,8
5893,50,Gaslight (1944),20,5
5941,50,Hamlet (1996),20,5
5986,50,I Know What You Did Last Summer (1997),20,6
6168,50,Mimic (1997),20,5
6291,50,Picnic (1955),20,6
6316,50,Private Benjamin (1980),20,6
6476,50,Stargate (1994),20,7
6578,50,Under Siege (1992),20,5
6611,50,"Wedding Singer, The (1998)",20,6
5511,50,Anastasia (1997),19,6
5636,50,"Bronx Tale, A (1993)",19,5
5739,50,"Daytrippers, The (1996)",19,5
5820,50,"Fan, The (1996)",19,7
5892,50,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",19,5
6010,50,Interview with the Vampire (1994),19,6
6148,50,Matilda (1996),19,6
6248,50,"Omen, The (1976)",19,6
6270,50,Paris Is Burning (1990),19,5
6360,50,Ridicule (1996),19,5
6376,50,Ruby in Paradise (1993),19,5
6498,50,"Sweet Hereafter, The (1997)",19,6
5555,50,Batman Forever (1995),18,6
5556,50,Batman Returns (1992),18,8
5637,50,"Brothers McMullen, The (1995)",18,6
5652,50,Carlito's Way (1993),18,6
5798,50,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",18,6
5929,50,"Great Race, The (1965)",18,6
6104,50,"Lost World: Jurassic Park, The (1997)",18,6
6145,50,Mary Shelley's Frankenstein (1994),18,5
6293,50,Picture Perfect (1997),18,6
6532,50,"Three Musketeers, The (1993)",18,6
6604,50,Walkabout (1971),18,5
6618,50,What's Love Got to Do with It (1993),18,5
5550,50,"Basketball Diaries, The (1995)",17,5
5687,50,Cliffhanger (1993),17,5
5714,50,Crash (1996),17,5
5757,50,Devil in a Blue Dress (1995),17,5
5828,50,Father of the Bride (1950),17,5
5993,50,Immortal Beloved (1994),17,5
6003,50,Indian Summer (1996),17,4
6019,50,Jackie Chan's First Strike (1996),17,5
6152,50,McHale's Navy (1997),17,6
6239,50,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",17,4
6271,50,"Paris, Texas (1984)",17,5
6379,50,Rumble in the Bronx (1995),17,5
6393,50,"Secret Garden, The (1993)",17,5
6588,50,Up Close and Personal (1996),17,7
6609,50,Waterworld (1995),17,5
5485,50,"Age of Innocence, The (1993)",16,5
5486,50,Air Bud (1997),16,4
5627,50,Breakdown (1997),16,4
5697,50,Conan the Barbarian (1981),16,7
5902,50,"Ghost and Mrs. Muir, The (1947)",16,5
6047,50,Kansas City (1996),16,6
6062,50,Koyaanisqatsi (1983),16,6
6102,50,Lost Highway (1997),16,6
6193,50,Multiplicity (1996),16,4
6196,50,Murder in the First (1995),16,5
6215,50,Natural Born Killers (1994),16,6
6601,50,Waiting for Guffman (1996),16,4
6603,50,"Walk in the Clouds, A (1995)",16,6
6629,50,Widows' Peak (1994),16,4
6649,50,Young Guns (1988),16,5
5626,50,Bread and Chocolate (Pane e cioccolata) (1973),15,5
5649,50,Cape Fear (1962),15,5
5723,50,"Cry, the Beloved Country (1995)",15,4
5752,50,Demolition Man (1993),15,5
5823,50,"Farewell to Arms, A (1932)",15,4
5852,50,Flirting With Disaster (1996),15,4
5899,50,Get on the Bus (1996),15,6
5970,50,Homeward Bound: The Incredible Journey (1993),15,5
6058,50,"Kiss Me, Guido (1997)",15,4
6090,50,"Little Princess, A (1995)",15,4
6115,50,M (1931),15,4
6119,50,Mad City (1997),15,4
6128,50,"Man Who Knew Too Little, The (1997)",15,4
6234,50,Ninotchka (1939),15,5
6347,50,"Ref, The (1994)",15,6
6418,50,Short Cuts (1993),15,4
6458,50,Sphere (1998),15,4
6520,50,"Thin Blue Line, The (1988)",15,4
6541,50,To Be or Not to Be (1942),15,4
6636,50,Wings of Desire (1987),15,4
6650,50,"Young Poisoner's Handbook, The (1995)",15,4
5463,50,101 Dalmatians (1996),14,6
5551,50,Basquiat (1996),14,5
5559,50,"Beautician and the Beast, The (1997)",14,5
5690,50,"Close Shave, A (1995)",14,3
5760,50,Diabolique (1996),14,4
5923,50,"Grand Day Out, A (1992)",14,3
5979,50,How to Make an American Quilt (1995),14,4
5982,50,"Hunchback of Notre Dame, The (1996)",14,4
6037,50,Jumanji (1995),14,5
6164,50,Microcosmos: Le peuple de l'herbe (1996),14,3
6206,50,My Fellow Americans (1996),14,5
6264,50,Palmetto (1998),14,4
6327,50,"Quick and the Dead, The (1995)",14,4
6406,50,"Shadow, The (1994)",14,4
6462,50,Stalingrad (1993),14,3
6608,50,Washington Square (1997),14,4
5466,50,2 Days in the Valley (1996),13,4
5566,50,Before Sunrise (1995),13,4
5622,50,Bram Stoker's Dracula (1992),13,3
5645,50,"Cable Guy, The (1996)",13,5
5673,50,Chungking Express (1994),13,5
5839,50,Fierce Creatures (1997),13,4
5862,50,Foreign Correspondent (1940),13,3
5867,50,Four Rooms (1995),13,5
5897,50,Georgia (1995),13,4
5980,50,"Howling, The (1981)",13,4
6028,50,Jeffrey (1995),13,4
6137,50,Manny & Lo (1996),13,4
6147,50,"MatchMaker, The (1997)",13,3
6190,50,Mrs. Parker and the Vicious Circle (1994),13,5
6281,50,"Perfect World, A (1993)",13,4
6295,50,Pink Floyd - The Wall (1982),13,4
6351,50,"Replacement Killers, The (1998)",13,4
6466,50,Star Maps (1997),13,4
6509,50,Telling Lies in America (1997),13,4
6531,50,Three Colors: White (1994),13,4
5513,50,Angel and the Badman (1947),12,4
5592,50,Black Beauty (1994),12,4
5604,50,Blues Brothers 2000 (1998),12,4
5620,50,Boys on the Side (1995),12,4
5661,50,Cats Don't Dance (1997),12,3
5667,50,Charade (1963),12,4
5676,50,Circle of Friends (1995),12,4
5678,50,Citizen Ruth (1996),12,4
5746,50,Death and the Maiden (1994),12,3
5751,50,Delicatessen (1991),12,4
5766,50,Disclosure (1994),12,4
5846,50,First Knight (1995),12,4
5866,50,Four Days in September (1997),12,3
5895,50,"Gay Divorcee, The (1934)",12,3
5954,50,Heaven's Prisoners (1996),12,4
6106,50,Love & Human Remains (1993),12,3
6158,50,Menace II Society (1993),12,4
6161,50,Miami Rhapsody (1995),12,3
6201,50,My Crazy Life (Mi vida loca) (1993),12,3
6203,50,My Family (1995),12,4
6261,50,Othello (1995),12,3
6269,50,"Parent Trap, The (1961)",12,4
6307,50,"Preacher's Wife, The (1996)",12,4
6324,50,Pump Up the Volume (1990),12,4
6366,50,Robin Hood: Prince of Thieves (1991),12,4
6410,50,Shallow Grave (1994),12,3
6514,50,That Darn Cat! (1997),12,4
6593,50,Vegas Vacation (1997),12,5
6632,50,Wild Reeds (1994),12,4
6643,50,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",12,3
5541,50,Bad Boys (1995),11,3
5596,50,"Blob, The (1958)",11,3
5600,50,Blown Away (1994),11,4
5602,50,Blue Sky (1994),11,3
5662,50,Caught (1996),11,3
5755,50,Desperado (1995),11,3
5805,50,"Evening Star, The (1996)",11,4
5877,50,Fresh (1994),11,3
5957,50,Heavy Metal (1981),11,3
6038,50,"Jungle Book, The (1994)",11,3
6045,50,Kalifornia (1993),11,3
6081,50,Leave It to Beaver (1997),11,5
6183,50,Mouse Hunt (1997),11,5
6188,50,Mrs. Dalloway (1997),11,3
6225,50,Night Falls on Manhattan (1997),11,3
6302,50,Ponette (1996),11,3
6317,50,Private Parts (1997),11,3
6377,50,Rudy (1993),11,4
6396,50,Selena (1997),11,3
6528,50,"Three Caballeros, The (1945)",11,3
6641,50,Wolf (1994),11,3
6642,50,"Women, The (1939)",11,3
5465,50,187 (1997),10,3
5530,50,"Arrival, The (1996)",10,3
5537,50,Austin Powers: International Man of Mystery (1997),10,5
5561,50,Beautiful Thing (1996),10,3
5666,50,"Chamber, The (1996)",10,3
5682,50,"City of Lost Children, The (1995)",10,4
5708,50,Copycat (1995),10,3
5713,50,"Craft, The (1996)",10,3
5747,50,Deceiver (1997),10,5
5800,50,Escape from L.A. (1996),10,4
5827,50,Fatal Instinct (1993),10,3
5855,50,Fluke (1995),10,3
5945,50,Hard Rain (1998),10,3
5987,50,I Shot Andy Warhol (1996),10,3
5988,50,I'm Not Rappaport (1996),10,3
6126,50,Malice (1993),10,3
6130,50,"Man Without a Face, The (1993)",10,3
6153,50,Mediterraneo (1991),10,3
6173,50,"Misérables, Les (1995)",10,3
6266,50,"Paper, The (1994)",10,3
6362,50,Rising Sun (1993),10,3
6450,50,Spanking the Monkey (1994),10,3
6533,50,Tie Me Up! Tie Me Down! (1990),10,3
6557,50,Trees Lounge (1996),10,3
6574,50,U.S. Marshalls (1998),10,3
6587,50,Unzipped (1995),10,3
6613,50,Welcome To Sarajevo (1997),10,3
6634,50,William Shakespeare's Romeo and Juliet (1996),10,3
6638,50,"Winter Guest, The (1997)",10,3
5484,50,Afterglow (1997),9,3
5515,50,Angels in the Outfield (1994),9,3
5540,50,Backbeat (1993),9,3
5549,50,Basic Instinct (1992),9,3
5552,50,Bastard Out of Carolina (1996),9,3
5560,50,Beautiful Girls (1996),9,3
5575,50,Better Off Dead... (1985),9,3
5594,50,Blink (1994),9,3
5608,50,"Body Snatcher, The (1945)",9,2
5641,50,Burnt By the Sun (1994),9,3
5659,50,Cat People (1982),9,3
5692,50,Cobb (1994),9,3
5812,50,Exotica (1994),9,3
5904,50,Ghosts of Mississippi (1996),9,3
5928,50,Great Expectations (1998),9,3
6009,50,"Inspector General, The (1949)",9,3
6012,50,It Could Happen to You (1994),9,3
6034,50,Jude (1996),9,3
6051,50,Kids (1995),9,4
6101,50,Losing Isaiah (1995),9,3
6108,50,Love Jones (1997),9,3
6113,50,Love! Valour! Compassion! (1997),9,3
6154,50,Meet John Doe (1941),9,3
6176,50,Money Train (1995),9,3
6213,50,Naked Gun 33 1/3: The Final Insult (1994),9,3
6260,50,Oscar & Lucinda (1997),9,3
6301,50,Pollyanna (1960),9,3
6321,50,"Prophecy II, The (1998)",9,2
6370,50,Romeo Is Bleeding (1993),9,3
6382,50,Safe (1995),9,2
6398,50,Serial Mom (1994),9,3
6413,50,She's So Lovely (1997),9,4
6441,50,Some Mother's Son (1996),9,2
6451,50,Spawn (1997),9,3
6465,50,"Star Maker, The (Uomo delle stelle, L') (1995)",9,3
6511,50,Terminal Velocity (1994),9,4
6551,50,Top Hat (1935),9,3
6560,50,True Crime (1995),9,2
6595,50,"Very Brady Sequel, A (1996)",9,4
6639,50,Wishmaster (1997),9,3
5477,50,Addams Family Values (1993),8,2
5535,50,"Associate, The (1996)",8,2
5542,50,Bad Company (1995),8,3
5563,50,Beavis and Butt-head Do America (1996),8,3
5579,50,Bhaji on the Beach (1993),8,2
5597,50,Blood & Wine (1997),8,2
5618,50,Boys Life (1995),8,2
5619,50,"Boys of St. Vincent, The (1993)",8,2
5639,50,"Browning Version, The (1994)",8,2
5644,50,"Butcher Boy, The (1998)",8,2
5665,50,Chain Reaction (1996),8,3
5680,50,City Slickers II: The Legend of Curly's Gold (1994),8,3
5716,50,Critical Care (1997),8,2
5736,50,"Davy Crockett, King of the Wild Frontier (1955)",8,2
5754,50,"Designated Mourner, The (1997)",8,3
5911,50,"Glimmer Man, The (1996)",8,3
5967,50,Home Alone (1990),8,3
6016,50,Jack (1996),8,3
6024,50,Jaws 2 (1978),8,3
6044,50,Just Cause (1995),8,3
6074,50,"Last Time I Saw Paris, The (1954)",8,2
6089,50,Little Odessa (1994),8,3
6094,50,Living in Oblivion (1995),8,2
6100,50,Losing Chase (1996),8,2
6140,50,"Mark of Zorro, The (1940)",8,2
6144,50,Mary Reilly (1996),8,3
6194,50,Muppet Treasure Island (1996),8,4
6197,50,"Murder, My Sweet (1944)",8,2
6268,50,Paradise Road (1997),8,2
6338,50,Real Genius (1985),8,3
6339,50,Reality Bites (1994),8,3
6345,50,"Red Firecracker, Green Firecracker (1994)",8,2
6432,50,"Smile Like Yours, A (1997)",8,2
6461,50,Spy Hard (1996),8,2
6485,50,Strawberry and Chocolate (Fresa y chocolate) (1993),8,2
6496,50,Supercop (1992),8,3
6497,50,Surviving Picasso (1996),8,3
6525,50,Thirty-Two Short Films About Glenn Gould (1993),8,2
6546,50,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",8,3
6592,50,Vanya on 42nd Street (1994),8,2
6630,50,Wild Bill (1995),8,3
5482,50,"Affair to Remember, An (1957)",7,2
5508,50,"Amityville Horror, The (1979)",7,3
5528,50,Army of Darkness (1993),7,4
5558,50,Beat the Devil (1954),7,2
5564,50,Bed of Roses (1996),7,2
5616,50,Boxing Helena (1993),7,2
5656,50,Carrington (1995),7,2
5706,50,Cool Runnings (1993),7,2
5719,50,"Crossing Guard, The (1995)",7,2
5773,50,Double Happiness (1994),7,2
5834,50,Fearless (1993),7,2
5873,50,Free Willy 3: The Rescue (1997),7,2
5879,50,"Frighteners, The (1996)",7,2
5888,50,Gabbeh (1996),7,2
5916,50,GoldenEye (1995),7,3
5938,50,Hackers (1995),7,4
5944,50,Hard Eight (1996),7,2
5978,50,"House of the Spirits, The (1993)",7,2
6020,50,James and the Giant Peach (1996),7,3
6054,50,Killing Zoe (1994),7,2
6055,50,Kim (1950),7,2
6067,50,Lamerica (1994),7,2
6069,50,Last Action Hero (1993),7,3
6105,50,Lost in Space (1998),7,3
6160,50,Metro (1997),7,2
6211,50,Mystery Science Theater 3000: The Movie (1996),7,3
6212,50,Naked (1993),7,3
6228,50,Night on Earth (1991),7,2
6259,50,Orlando (1993),7,3
6306,50,Powder (1995),7,2
6312,50,Primary Colors (1998),7,2
6320,50,"Promesse, La (1996)",7,2
6343,50,Reckless (1995),7,2
6349,50,Renaissance Man (1994),7,2
6423,50,Sirens (1994),7,2
6454,50,Speechless (1994),7,3
6469,50,Star Trek V: The Final Frontier (1989),7,2
6479,50,Steel (1997),7,2
6484,50,Stranger in the House (1997),7,2
6491,50,"Substitute, The (1996)",7,2
6499,50,Swimming with Sharks (1995),7,2
6501,50,Swiss Family Robinson (1960),7,2
6581,50,"Underneath, The (1995)",7,2
6585,50,Unstrung Heroes (1995),7,2
6597,50,Village of the Damned (1995),7,2
6622,50,When a Man Loves a Woman (1994),7,2
6623,50,When the Cats Away (Chacun cherche son chat) (1996),7,2
5476,50,Ace Ventura: Pet Detective (1994),6,2
5501,50,Amateur (1994),6,2
5547,50,Barbarella (1968),6,2
5590,50,Bitter Moon (1992),6,2
5595,50,Bliss (1997),6,2
5614,50,Bottle Rocket (1996),6,2
5635,50,Broken English (1996),6,2
5683,50,Clean Slate (Coup de Torchon) (1981),6,2
5732,50,Daniel Defoe's Robinson Crusoe (1996),6,2
5738,50,Days of Thunder (1990),6,2
5744,50,Dead Presidents (1995),6,2
5772,50,"Doors, The (1991)",6,3
5795,50,"Endless Summer 2, The (1994)",6,2
5814,50,Eye for an Eye (1996),6,2
5854,50,Flubber (1997),6,2
5875,50,French Kiss (1995),6,4
5884,50,Full Speed (1996),6,2
5885,50,"Funeral, The (1996)",6,2
5900,50,"Getaway, The (1994)",6,2
5953,50,Heaven & Earth (1993),6,2
5956,50,Heavy (1995),6,2
5966,50,Hollow Reed (1996),6,2
5984,50,Hurricane Streets (1998),6,2
